LANE	POOL	fq1	fq2
7159	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7159_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7159_2_sequence.txt.gz
7161	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7161_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7161_2_sequence.txt.gz
7162	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7162_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7162_2_sequence.txt.gz
7163	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7163_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7163_2_sequence.txt.gz
7164	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7164_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7164_2_sequence.txt.gz
7165	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7165_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7165_2_sequence.txt.gz
7166	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7166_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7166_2_sequence.txt.gz
7167	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7167_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7167_2_sequence.txt.gz
7168	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7168_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7168_2_sequence.txt.gz
7169	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7169_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7169_2_sequence.txt.gz
7170	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7170_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7170_2_sequence.txt.gz
7171	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7171_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7171_2_sequence.txt.gz
7172	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7172_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7172_2_sequence.txt.gz
7174	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7174_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7174_2_sequence.txt.gz
7175	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7175_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7175_2_sequence.txt.gz
7176	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7176_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7176_2_sequence.txt.gz
7178	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7178_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7178_2_sequence.txt.gz
7179	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7179_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7179_2_sequence.txt.gz
7180	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7180_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7180_2_sequence.txt.gz
7181	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7181_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7181_2_sequence.txt.gz
7182	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7182_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7182_2_sequence.txt.gz
7183	7	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7183_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_7_21s001378-1-1_Seleit_lane7183_2_sequence.txt.gz
8184	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8184_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8184_2_sequence.txt.gz
8185	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8185_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8185_2_sequence.txt.gz
8186	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8186_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8186_2_sequence.txt.gz
8187	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8187_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8187_2_sequence.txt.gz
8188	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8188_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8188_2_sequence.txt.gz
8189	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8189_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8189_2_sequence.txt.gz
8190	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8190_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8190_2_sequence.txt.gz
8191	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8191_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8191_2_sequence.txt.gz
8192	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8192_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8192_2_sequence.txt.gz
8193	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8193_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8193_2_sequence.txt.gz
8194	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8194_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8194_2_sequence.txt.gz
8195	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8195_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8195_2_sequence.txt.gz
8196	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8196_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8196_2_sequence.txt.gz
8197	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8197_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8197_2_sequence.txt.gz
8198	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8198_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8198_2_sequence.txt.gz
8199	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8199_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8199_2_sequence.txt.gz
8200	8	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8200_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_8_21s001379-1-1_Seleit_lane8200_2_sequence.txt.gz
