LANE	POOL	fq1	fq2
11	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane11_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane11_2_sequence.txt.gz
12	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane12_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane12_2_sequence.txt.gz
14	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane14_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane14_2_sequence.txt.gz
16	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane16_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane16_2_sequence.txt.gz
18	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane18_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane18_2_sequence.txt.gz
19	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane19_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane19_2_sequence.txt.gz
110	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane110_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane110_2_sequence.txt.gz
111	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane111_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane111_2_sequence.txt.gz
112	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane112_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane112_2_sequence.txt.gz
113	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane113_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane113_2_sequence.txt.gz
114	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane114_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane114_2_sequence.txt.gz
115	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane115_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane115_2_sequence.txt.gz
116	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane116_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane116_2_sequence.txt.gz
117	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane117_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane117_2_sequence.txt.gz
118	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane118_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane118_2_sequence.txt.gz
120	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane120_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane120_2_sequence.txt.gz
#121	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane121_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane121_2_sequence.txt.gz
122	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane122_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane122_2_sequence.txt.gz
123	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane123_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane123_2_sequence.txt.gz
124	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane124_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane124_2_sequence.txt.gz
125	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane125_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane125_2_sequence.txt.gz
126	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane126_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane126_2_sequence.txt.gz
127	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane127_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane127_2_sequence.txt.gz
129	1	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane129_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_1_21s001372-1-1_Seleit_lane129_2_sequence.txt.gz
230	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane230_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane230_2_sequence.txt.gz
231	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane231_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane231_2_sequence.txt.gz
232	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane232_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane232_2_sequence.txt.gz
233	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane233_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane233_2_sequence.txt.gz
234	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane234_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane234_2_sequence.txt.gz
235	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane235_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane235_2_sequence.txt.gz
236	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane236_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane236_2_sequence.txt.gz
237	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane237_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane237_2_sequence.txt.gz
238	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane238_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane238_2_sequence.txt.gz
240	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane240_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane240_2_sequence.txt.gz
241	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane241_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane241_2_sequence.txt.gz
242	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane242_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane242_2_sequence.txt.gz
243	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane243_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane243_2_sequence.txt.gz
244	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane244_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane244_2_sequence.txt.gz
245	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane245_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane245_2_sequence.txt.gz
246	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane246_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane246_2_sequence.txt.gz
247	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane247_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane247_2_sequence.txt.gz
248	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane248_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane248_2_sequence.txt.gz
249	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane249_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane249_2_sequence.txt.gz
250	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane250_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane250_2_sequence.txt.gz
251	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane251_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane251_2_sequence.txt.gz
253	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane253_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane253_2_sequence.txt.gz
254	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane254_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane254_2_sequence.txt.gz
255	2	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane255_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_2_21s001373-1-1_Seleit_lane255_2_sequence.txt.gz
357	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane357_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane357_2_sequence.txt.gz
358	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane358_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane358_2_sequence.txt.gz
359	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane359_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane359_2_sequence.txt.gz
360	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane360_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane360_2_sequence.txt.gz
361	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane361_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane361_2_sequence.txt.gz
362	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane362_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane362_2_sequence.txt.gz
363	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane363_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane363_2_sequence.txt.gz
364	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane364_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane364_2_sequence.txt.gz
365	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane365_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane365_2_sequence.txt.gz
366	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane366_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane366_2_sequence.txt.gz
367	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane367_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane367_2_sequence.txt.gz
368	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane368_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane368_2_sequence.txt.gz
369	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane369_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane369_2_sequence.txt.gz
370	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane370_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane370_2_sequence.txt.gz
371	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane371_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane371_2_sequence.txt.gz
372	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane372_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane372_2_sequence.txt.gz
373	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane373_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane373_2_sequence.txt.gz
374	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane374_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane374_2_sequence.txt.gz
375	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane375_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane375_2_sequence.txt.gz
376	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane376_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane376_2_sequence.txt.gz
377	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane377_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane377_2_sequence.txt.gz
378	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane378_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane378_2_sequence.txt.gz
379	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane379_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane379_2_sequence.txt.gz
380	3	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane380_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_3_21s001374-1-1_Seleit_lane380_2_sequence.txt.gz
481	4	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_4_21s001375-1-1_Seleit_lane481_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_4_21s001375-1-1_Seleit_lane481_2_sequence.txt.gz
482	4	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_4_21s001375-1-1_Seleit_lane482_1_sequence.txt.gz	/hps/nobackup/birney/projects/indigene/raw_data/Ali/Kaga-Cab_F2_First200WGS/HKNVLBBXY_Pool_4_21s001375-1-1_Seleit_lane482_2_sequence.txt.gz
